медбур	best
Господь	Lord
Ен	God
Мезӧс	Lord
СПИД	AIDS
СССР	U.S.S.R.
абажур	lampshade
абача	barrel
абзац	paragraph
абонемент	subscription
абонент	subscriber
аборт	abortion
абрикос	apricot
абу	need
абу	lack
абутӧм	shortage
абутӧм	scarcity
абутӧм	lack
абутӧм	abscence
абутӧмтор	nonsense
абутӧмтор	jibberish
ав	intellect
ав	modesty
ав	seriousness
авангард	van
авангард	vanguard
авария	damage
авария	accident
авария	breakdown
авзӧм	cry
авзӧм	wail
авзӧм	roar
авзӧм	bellow
авзӧм	growl
авзӧм	howl
авзӧм	sough
авиапредприятие	airliner
авиация	aviation
авиация	aircraft
автобиографиа	autobiography
автобус	bus
автобус	coach
автоколонна	motorcade
автоматизация	automation
автомашина	car
автомашина	automobile
автомобиль	car
автомобиль	automobile
автономия	ENG
автор	writer
автор	author
автор	author
авторитет	authority
авъялун	modesty
авъялун	reserve
агас	harrow
агат	agate
агент	agent
агитатор	agitator
агитатор	canvasser
агитация	agitation
агитация	canvassing
агрессия	agression
агроном	agronomist
агрономия	agronomy
ад	hell
адас	swath
адас	sward
адвокат	barrister
адвокат	lawyer
аддзан	eye(sight)
аддзан	vision
аддзысьлӧм	meeting
аддзысьлӧм	triste
аддзысьӧм	meeting
аддзӧм	find
аддзӧмтор	find
адмирал	admiral
адрес	address
азымлун	appetite
азь	greens
азьлас	gaff
ай	male
ай	sire
ай	father
айулов	men
академик	academician
академия	academy
акань	doll
акпаш	braggart
акробат	acrobat
акт	act
акт	document
акт	decision
акт	act
акт	document
акт	protocol
акт	act
актив	assets
актионсарт	aktionsart
актёр	actor
акционер	stockholder
акция	share
аладдьа	crepe
алгебра	algebra
алимент	alimony
алимент	maintenance
аллергия	allergy
алфавит	alphabet
альбом	album
алюминий	aluminum
амбар	outbuilding
американеч	American
амысь	plowshare
амёба	amoeba
анализ	analysis
анбур	alphabet
ангел	angel
андел	angel
андрака	muskrat
анкета	form
анкета	questionnaire
антоним	antonym
анча	mink
ань	wife
аньборд	weasel
анькытш	pea
аньӧмакӧ	dragonfly
апелсин	orange
апостол	apostol
апостол	disiple
аппарат	apparatus
аптека	pharmacy
ар	fall
ар	autumn
ар	minnow
араб	Arab
арава	croud
арава	horde
арга	fingerling
аренда	rent
арест	arrest
аркирей	bishop
аркирейув	bishopric
арлыд	age
армия	army
арпи	fingerling
арпи	minnow
арт	order
арт	sense
арт	rank
арт	post
арта	official
арта	functionary
артасьысь	bookkeeper
артасьӧм	accounting
артасян	calculator
артель	artel
артист	actor
артист	actress
артманног	formation
археолог	archeologist
археология	archeology
архитектор	architector
асвежӧртӧм	identity
аски	tomorrow
аскодясьӧм	assimilation
аскур	moonshine
аскылӧм	mood
асладор	home
аслыспӧлӧслун	peculiarity
аслыспӧлӧслун	originality
асмог	feces
асмог	urine
асмогасянін	restroom
асмогасянін	lavatory
аспальт	asphalt
асру	eccentricity
асру	oddity
асфальт	asphalt
асъя	matin
асыв	morning
асыввыв	east
асыввывса	eastern
асывладор	dawn
асык	hoop
асэмбуралан	privatization
асэмбуралӧм	privatization
атаман	ataman
атӧд	evidence
аэродром	airstrip
аэродром	airport
аэропорт	airport
бабитчӧм	midwifery
бабитчӧм	obstetrics
бабка	midwife
бабук	grandma
бабунь	granny
бабӧ	grandmother
багаж	bagage
багаж	luggage
багатыр	giant
багульник	ledum
багыр	gaff
бадь	willow
бадькормык	bleak
бадькормык	blay
базар	bazaar
базар	ado
базис	basis
байка	flannel
байка	baize
бак	mold
бак	tank
баквал	braggart
баквалитчӧм	bragging
баквалитчӧм	boasting
бакен	buoy
баксӧм	mooing
баксӧм	bellowing
бактериолог	bacteriologist
бала	plan
бала	design
балаган	jesting
балагур	joker
балагур	jester
балалайка	balalaika
баланс	balance
балбес	booby
балбес	nitwit
балда	blockhead
балда	jerk
балда	sledgehammer
балет	ballet
балка	beam
балкон	balcony
балл	grade
баллада	ballad
баллотировка	voting
баллотировка	balloting
бальӧ	lamb
бальӧ	sheep
баля	lamb
баля	sheep
бан	cheek
бан	frontside
бан	frontside
бан	face
бан	facade
банда	gang
банда	band
бандзиб	cheek
банк	bank
банка	jar
банка	can
банка	carton
банкир	banker
банкротство	bankrupcy
барабан	drum
барабанщик	drummer
барак	barrack
бараклӧ	junk
бараклӧ	trash
баржа	barge
барин	nobleman
барка	bark
барка	boat
барометр	barometer
барон	baron
баррикада	barricade
барство	gentry
барство	nobility
барсук	badger
бартер	barter
бархат	velvet
барыш	profit
барыш	benefit
барьер	barrier
бас	bass
баскетбол	basketball
басня	fable
батальон	battalion
батарея	radiator
батарея	battery
батист	cambrie
батист	batiste
бать	father
бать	dad
бау	cow
бау	moo
башмак	shoe
башмак	shoes
башня	tower
баян	accordion
баяр	boyar
бдительносьт	vigilance
беглеч	fugitive
беглеч	runaway
беда	trouble
беда	misfortune
бедь	stick
бедь	cane
бедьторъяс	chopsticks
безбожник	athiest
бездельник	idler
бездельник	loafer
безмен	steelyard
безобразие	outrage
безобразие	scandal
безобразие	disgrace
безопасносьт	safety
безответственносьт	irresponsibility
бек	buttocks
белет	ticket
белитӧм	whitewashing
белльӧ	clothes
белльӧ	linens
белльӧ	underwear
бензин	gasoline
бензин	petrol
берег	shore
берег	bank
берин	freckle
бес	devil
беседа	conversation
беседа	talk
беседа	chat
беспи	imp
беспризорник	waif
бетон	concrete
бечева	halser
би	fire
би	electricity
библиография	bibliography
библиотека	library
библиотекар	librarian
бизнес	business
бизнесмен	businessman
бикыв	sorrel
бикыв	dock
билет	ticket
биллиард	billiards
биллиард	pool
бинокль	binoculars
бинт	bandage
биография	biography
бипур	campfire
бисер	beads
битва	battle
блаж	whim
блаж	fancy
бланк	form
бланк	blank
блюд	saucer
блюд	platter
блюд	plate
боб	bean
бобув	butterfly
бобы	beans
бобӧнянь	clover
бог	god
богословы	theology
бодибилдинг	bodybuilding
боец	fighter
бой	combat
бой	battle
бой	fight
бойня	massacre
бок	side
бокиса	stranger
бокиса	foreigner
бокиса	alien
бокша	slope
бокша	hillside
бокшаин	hillside
бокыса	stranger
бокыса	foreigner
бокыса	alien
бокысса	stranger
бокысса	foreigner
бокысса	alien
бокӧвӧй	stranger
бокӧвӧй	outsider
болгара	Bulgarians
болк	kibitka
болонь	alburnum
болонь	sapwood
болт	kingbolt
болт	kingpin
болтун	chatterbox
боль	bubble
больк	bubble
больнича	hospital
большевизм	Bolshevism
большевик	Bolshevik
бомба	bomb
бон	bast
борган	babbling
борган	murmuring
борд	wing
борд	fin
босьтчӧм	undertaking
ботаника	botany
боярышник	hawthorn
брак	defect
брак	flaw
братство	brotherhood
братство	fraternity
брезент	tarp
брезент	tarpaulin
бригада	brigade
бригадир	foreman
бриллиант	diamond
бритва	razor
брифинг	briefing
бронза	bronze
броня	armor
брошюра	broshure
бруль	slop
брӧв	crack
брӧв	crevice
брӧдяга	vagabond
брӧдяга	tramp
брӧньдӧ	clover
буба	surly
буба	unfriendly
бубин	diamonds
бубу	boogeyman
бубу	scarecrow
бубуля	boogeyman
бубуля	surly
бубуля	unfriendly
бугыль	growth
бугыль	ball
бугыль	eyeball
будимер	scarecrow
будимер	bugaboo
будка	booth
буждӧм	collapse
буждӧм	landslide
бужӧд	landslide
бужӧд	cliff
буква	letter
буксан	whistle
буксан	horn
буксир	tugboat
буксир	towline
булавка	pin
булан	dun
булки	roll
булки	bun
бульдозер	bulldozer
бульдозёр	bulldozer
булӧчнӧй	bakery
бумага	paper
бумагаяс	papers
бумагаяс	documents
бумажник	billfold
бумажнӧй	banknote
бунт	uprising
бунт	rebellion
бунтовщик	rebel
бурд	doctor
бурдӧдчантор	medicine
бурдӧдчанін	hospital
бурдӧдчысь	healer
бурдӧдчысь	doctor
бурдӧдчысь	physician
буржуазия	bourgeoisie
буржуй	bourgeois
бурлак	bachelor
бурлун	goodness
бурлун	quality
бурня	well
бурса	seminary
бурысь	mane
бус	dust
бутылка	bottle
буфет	buffet
буфет	cupboard
бухгалтер	bookkeeper
бухгалтер	accountant
бушков	storm
быг	foam
быдмӧг	plant
быдмӧм	growth
быдтас	progeny
быдтор	everything
быдтор	miscellaneous
быдтӧм	cultivation
быдтӧм	upbringing
бызгун	jabber
бызгун	chatter
бырган	gabbling
быркмӧс	buttermilk
бырӧм	extinct
бычӧ	bullock
бюджет	budjet
бюллетень	bulletin
бюллетень	ballot
бюрократ	bureaucrat
бюст	bust
бӧб	oaf
бӧб	blockhead
бӧж	tail
бӧжа	ermine
бӧжладор	stern
бӧлбан	blockhead
бӧлбан	idol
бӧньдук	clover
бӧньдюг	clover
бӧрданкыв	weeping
бӧрданкыв	lamentation
бӧрдӧдчанкыв	weeping
бӧрдӧдчанкыв	lamentation
бӧрйысьӧм	elections
бӧрйӧм	election
бӧрйӧм	selection
бӧркыв	postposition
бӧркыв	epilogue
бӧрладор	back
бӧрладор	rear
бӧрля	heel
бӧчка	barrel
бӧчка	keg
ва	water
вабергач	whirlpool
вабергач	rotation
вабергач	circulation
вабус	spray
вадега	spongilla
вадор	beach
вадор	shore
вадоркай	(Wasserschnepfe)
ваза	vase
вал	wave
вал	wall
вал	bank
вал	axel
вальді	alabaster
ванна	bathtub
ваннӧй	bathroom
вап	paint
вапетук	curlew
варенньӧ	preserves
варенньӧ	jam
варов	talker
варов	chatterer
вартан	flail
варыш	hawk
варыш	kite
васӧдлун	dampness
вата	cotton
ватага	band
ватага	gang
ватлан	bucket
ватлан	pail
вахта	guard
вевт	cover
вевт	roof
вевтас	highlands
веглясьысьяс	reptiles
ведомосьт	list
ведомосьт	register
ведомство	department
ведра	bucket
веж	envy
вежа	saint
вежас	exchange
вежкай	yellowhammer
вежласьӧм	declention
вежласьӧм	conjugation
вежласьӧм	exchange
вежлӧг	case
вежон	week
вежонпом	weekend
вежсьӧм	change
вежсьӧм	amendment
вежсьӧм	alternation
вежӧгтӧм	jealousy
вежӧгтӧм	envy
вежӧр	intelligence
вежӧртас	meaning
вежӧс	fence
вежӧс	enclosure
вежӧс	room
вез	bowstring
везӧт	net
вей	nerve
велоципед	bicycle
велӧг	bait
велӧдчысь	pupil
велӧдчысь	student
велӧдысь	teacher
велӧдысь	instructor
вем	marrow
вем	brain
вемӧс	reality
вен	squabble
