abstrákta	abstrakti
vieris	vieras
viggalas	pyrkiväinen
vihaheapmi	vihkiminen
viiddis	laaja
viiddisis	laajahko
viidosaš	laajuinen
viissis	viisas
vilddas	villi
visot	kaikki
vissis	varma
vitmat	lahjakas
vitmat	tarkkasilmäinen
viđat	viides
viđát	viides
viššal	ahkera
viššal	viitseliäs
vuobmái	metsäinen
vuogas	sopiva
vuoiggalaš	rehellinen
vuoimmálaš	voimallinen
vuoiŋŋalaš	hengellinen
vuoksul	liinava
vuoksái	liinava
vuolgi	lähtevä
vuolimus	alimmainen
vuolimus	alin
vuolit	alempi
vuollegaš	matala
vuollásaš	alainen
vuopmat	leveä
vuordevaš	toiveikas
vuosttamus	ensimmäinen
vuosttamuš	ensisijaisesti
vuosttas	ensimmäinen
vuosttaš	ensimmäinen
vuovdái	metsäinen
vuovssaheapme	matala
vuđolaš	perusteellinen
vácceš	siveetön
váiban	väsynyt
váibbas	väsynyt
váibmil	perso
váibmil	ahne
váilevaš	puuttuva
váimmolaš	sydämellinen
váivi	ikävä
váivi	vaivalloinen
váldái	vallanhimoinen
váldái	omavaltainen
válljugas	mainio
válmmas	selkeä
válmmaš	selkeä
váralaš	vaarallinen
váreheapme	varaton
várrugas	varovainen
várrái	varakas
várálaš	vaarallinen
váttis	vaikea
vázzálas	kuljeskeleva
váŋká	vankka
áddehahtti	ymmärrettävä
áddemeahttun	ymmärtämätön
áhpeheapme	voimaton
áhppar	silkka
áhčálaš	isällinen
áidna	ainoa
áidnoriegádan	ainokainen
áidnu	ainoa
áigadas	ammoinen
áigeguovdil	ajankohtainen
áitálas	uhkaileva
álbmotlaš	kansallinen
álggalaš	alkeellinen
álggolaš	alkeellinen
álki	helppo
álás	alaston
álás	paljas
ánssolaš	ansiokas
ánssáškeahttá	ansaitsematon
árbbeheapme	perinnötön
árbevirolaš	perinteinen
árgi	arka
árgi	pelokas
árktalaš	arktinen
árpmolaš	armollinen
árrat	aikaisin
ártet	kummallinen
ártet	outo
árvosaš	arvoinen
árvvolaš	arvokas
ásialaš	aasialainen
ásppas	maittava
ávdin	autio
ávdugas	autuas
ávjjeheapme	heinätön
ávjjoheapme	tylsä
ávkkálaš	hyödyllinen
ávnnaslaš	aineellinen
ávvirheapme	välinpitämätön
ávvirmeahttun	välinpitämätön
áđat	parempi
áŋgir	ahkera
áššeheapme	syytön
áššeheapme	asiaton
áššeheapme	turha
čadni	sitova
čalmmeheapme	sokea
čatnasmeahttun	sitoutumaton
čavgat	kireä
čeahppi	taitava
čeahppi	etevä
čeaktu	täysinäinen
čeakŋas	kyykistelevä
čeakŋas	matalajalkainen
čearddalaš	etninen
čearggus	jännittävä
čeaskat	kirkas
čeavlái	ylimielinen
čeavlái	ylpeä
čiegus	salainen
čiegus	kätketty
čiekčalas	potkiva
čielggas	selvä
čielggus	selvä
čieŋal	syvä
čihččet	seitsemäs
čilssas	törröttävä
čirrolas	itkunherkkä
čižžái	rintava
čižžái	isotissinen
čoahkkat	tumma
čoaskkis	kylmä
čoasus	viileä
čoavjái	vatsakas
čoaŋkkas	kohmeinen
čogas	terävä
čomas	kupera
čomas	kukkurainen
čortnas	hutera
čujolaš	soinnillinen
čuorbi	kömpelö
čuorbi	taitamaton
čuovgat	valoisaa
čuovgat	vaalea
čuovggus	suosittu
čuovggus	valoisa
čuovggus	silmiinpistävä
čuovvovaš	seuraava
čuođát	sadas
čurttas	isopyllyinen
čurtái	isopyllyinen
čuvdda	löyhkäävä
čuvdda	löyhkä
čuvgesvuovttat	vaaleahiuksinen
čuvkui	juoksettunut
čába	kaunis
čáhccái	vetinen
čáhkkil	tilava
čáhppat	musta
čájeheaddji	esittävä
čálalaš	kirjallinen
čálekeahtes	kirjoittamaton
čáppat	kaunis
čáppis	kaunis
šaddi	nopeakasvuinen
šaddil	nopeakasvuinen
šattolaš	seuraaja
šeabmái	kailottava
šealgat	kiiltävä
šearrat	kirkas
šiega	kiltti
šiega	hyvätapainen
šiehttil	pienikokoinen
šiehtun	kiireetön
šiervi	hento
šiervvas	hento
šleđđui	tasankoinen
šlinzzas	pehmennyt
šloaŋggas	laiskanpulskea
šlurvvas	sottainen
šlurvvas	saamaton
šnjalččas	likomärkä
šnjarvvas	likomärkä
jagáš	vuotinen
finála	lopullinen
guovdageaidnulaš	koutokeinolainen
vuoras	vanha
kárášjohkalaš	kaarasjokelainen
várrogas	varovainen
finnmárkulaš	finnmarkkulainen
giitevaš	kiitollinen
veara	arvoinen
dákkáraš	tällainen
sivalaš	syyllinen
juogalágan	jonkinlainen
olgoriikalaš	ulkomaalainen
dohkketmeahttun	hyväksymätön
maŋŋelaš	myöhempi
deatnulaš	tenolainen
šállošahtti	valitettava
jámas	eloton
kilosaš	kiloinen
beakkálmas	kuuluisa
elektrovnnalaš	elektroninen
vázzi	kävelijä
suorggahahtti	pelottava
seksuálalaš	seksuaalinen
surgat	surullinen
duiskalaš	saksalainen
buotlágan	kaikenlainen
váidalahtti	valitettava
sosialisttalaš	sosialistinen
ruoŧŧelaš	ruotsalainen
dohkkemeahttun	kelvoton
rehálaš	rehellinen
aktiivvalaš	aktiivinen
kritihkalaš	kriittinen
áigásaš	aikainen
ohcejohkalaš	utsjokelainen
čorgat	siisti
virggálaš	virallinen
luovos	irtonainen
duppal	kaksinkertainen
amerihkálaš	amerikkalainen
musihkalaš	musikaalinen
balddihahtti	pelottava
gaskasaš	keskeinen
dearvvašlaš	terveellinen
etnalaš	etninen
áddjái	myöhäinen
rasisttalaš	rasistinen
geahppat	kevyt
ođđamállet	uusimallinen
áššálaš	syyllinen
eaŋkil	yksinkertainen
romantihkalaš	romanttinen
duhtameahttun	tyytymätön
dramáhtalaš	dramaattinen
veahkkái	avulias
ovttageardán	yksinkertainen
guovttelágan	erilainen
fysalaš	fyysinen
vigiheapme	syytön
badjelmearálaš	liioiteltu
namat	niminen
olgoriikkalaš	ulkomaalainen
áltálaš	alattiolainen
mielaheapme	hullu
ruonas	vihreä
máilmmiviidosaš	maailmanlaajuinen
eksohtalaš	eksoottinen
proffa	ammattimainen
juohkebeaivválaš	arkipäiväinen
seksuála	seksuaalinen
psykiátralaš	psykiatrinen
lodji	kesy
eahperehálaš	epärehellinen
klassihkalaš	klassinen
davvinorgalaš	pohjoisnorjalainen
agálaš	ikuinen
oktageardán	yksinkertainen
virgái	virallinen
mázelaš	masilainen
meariheapme	määrätön
teorehtalaš	teoreettinen
mangelágan	monenlainen
álbmotrievttálaš	kansainoikeudenmukainen
morálalaš	moraalinen
nuoraidpolitihkalaš	nuorisopoliittinen
juhkki	juovainen
realisttalaš	realistinen
almmus	julkinen
árjjalaš	innokas
ehtalaš	eettinen
birgemeahttun	voittamaton
suomagielat	suomenkielinen
statistihkalaš	tilastotieteellinen
medisiinnalaš	lääketieteellinen
konstruktiivvalaš	konstruktiivinen
virkui	reipas
váigat	tylsä
vuordemeahttun	odotuksematon
passiiva	passiivinen
bargguheapme	työtön
unjárgalaš	uuniemeläinen
hirpmus	hirveä
moivvas	epäselkä
meareheapme	ylimalkainen
diplomáhtalaš	diplomaattinen
etihkalaš	eettinen
nuoski	epäsiisti
kulturpolitihkalaš	kulttuuripoliittinen
jávoheapme	hiljainen
eahpelunddolaš	luonnoton
symbolalaš	symbolinen
originála	originaali
arkeologalaš	arkeologinen
kreatiivvalaš	kreatiivinen
kollektiivvalaš	kollektiivinen
oktonas	yksinäinen
fávru	kaunis
rievttálaš	oikeudenmukainen
siskkildas	sisäinen
njealječiegat	neliskanttinen
alternatiiva	vaihtoehtoinen
diekkáraš	tuollainen
teologalaš	teologinen
sirbmálaš	sirmalainen
ruonáeatnanlaš	grönlantilainen
guoros	tyhjä
eahpedábálaš	epätavallinen
romsalaš	tromssalainen
ulbmilaš	tavoitteellinen
románttalaš	romanttinen
kultturhistorjjálaš	kultuurihistoriallinen
eahpeformálalaš	epäformaalinen
mánnálaš	lapsellinen
ipmirmeahttun	ymmärtämätön
ođđalágan	uudenlainen
ortodoksalaš	ortodoksinen
islándalaš	islanttilainen
etnihkalaš	etninen
juvddálaš	juutalainen
gráfalaš	graafinen
váibmui	rohkea
teknologalaš	teknologinen
humoristtalaš	humoristinen
gánnihahtti	kannattava
veahkaválddálaš	väkivaltainen
radikála	radikaali
nállevealaheapmi	rasistinen
nággár	jääräpäinen
japánalaš	japanilainen
allaáiggálaš	allerginen
stáđis	vakaa
hánis	niuho
anárašgielat	inarinkielinen
seammasullasaš	samanlainen
kreatiiva	kreatiivinen
eurohpálaš	eurooppalainen
internašuvnnalaš	kansainvälinen
hávskái	mukava
girjjálaš	kirjallinen
áddetmeahttun	ymmärtämätön
guhkesáigásaš	pitkäaikainen
globála	maailmanlaajuinen
fysihkalaš	fyysinen
báneheapme	hampaaton
soabalaš	rauhallinen
sierralaš	erilainen
visuála	visuaalinen
tuiska	saksalainen
poehtalaš	poeettinen
magihkalaš	maaginen
geologalaš	geologinen
áššáigullevaš	asiaankuuluva
porsáŋgulaš	porsankilainen
filosofalaš	filosofinen
davvisámegielat	pohjoissaamelainen
konstruktiiva	konstruktiivinen
kanadalaš	kanadalainen
julevsámegielat	luulajansaamelainen
gáivuotnalaš	kaivuonolainen
davviriikalaš	pohjoismainen
álbmái	voimakas
álbmotrievttalaš	kansainoikeudenmukainen
speanta	jännittynyt
juonalaš	juonikas
nuortalašgielat	koltansaamenkielinen
klinihkalaš	kliininen
hámmárfeastalaš	hammerfestalainen
diehttalas	tietyinen
palestinalaš	palestinalainen
hollándalaš	hollantilainen
eahpedemokráhtalaš	epädemokraattinen
ideála	ideaalinen
guoirras	langanlaiha
allaárvosaš	aliarvoinen
leavdnjalaš	lemmijokelainen
konservatiiva	konservatiivinen
heivetmeahttun	sopimaton
globálalaš	globaalinen
fránska	ranskalainen
visuálalaš	visuaalinen
vealtameahttun	väistämätön
sisriikkalaš	sisämainen
dološáigásaš	arkaainen
behtolaš	petollinen
čavddis	tiivis
iešdáhtolaš	itsetahtoinen
genehtalaš	geneettinen
byrokráhtalaš	byrokraattinen
regiovnnalaš	alueellinen
modearna	uudenaikainen
jurddašeaddji	ajattelevainen
iešlágan	kummallinen
anárlaš	inarilainen
anihahtti	kelvollinen
spánskalaš	espanjalainen
psykologalaš	psykolooginen
analoga	analoginen
máŋggakultuvrrat	monikulttuurinen
internationála	kansainvälinen
homofiillalaš	homofiilinen
ámmátlaš	ammatillinen
nuppelágan	erilainen
liberála	liberaali
italialaš	italialainen
gáđaš	kateellinen
giellapolitihkalaš	kielipoliittinen
dramatihkalaš	dramaattinen
buorredáhtolaš	hyväntahtoinen
kontroversiealla	kiistanalainen
kiinnálaš	kiinalainen
federála	federaalinen
estehtalaš	esteettinen
anonyma	nimetön
neutrála	neutraali
lujávrilaš	luujärveläinen
kommersiealla	kaupallinen
humanisttalaš	humanistinen
anatomalaš	anatominen
suivat	tylsä
skibas	sairaalloinen
oinnolaš	erillinen
gutneheapme	törkeä
groavis	karkea
eahperealisttalaš	epärealistinen
diehtoáŋgir	utelias
árvvoheapme	vaikea
valli	nopea
ironalaš	ironinen
humaniteara	humanitaarinen
elektrihkalaš	sähköinen
villas	villi
smáđáhkis	mukava
primitiiva	primitiivinen
mekánalaš	mekaaninen
gutnálaš	kunniallinen
tuiskalaš	saksalainen
šoavkat	kalpea
subjektiivvalaš	subjektiivinen
ovttagielat	yksikielinen
návccaheapme	heikko
meteorologalaš	säätieteellinen
profeššunealla	ammattimainen
ovttamielalaš	yksimielinen
normála	normaali
lappalaš	lappalainen
eahpeáššálaš	asiaton
spánska	espanjalainen
regionálalaš	alueellinen
dearvvaslaš	terveellinen
viđajahkásaš	viisivuotinen
stabiila	vakaa
objektiivvalaš	objektiivinen
nuoraidpsykiátralaš	nuorisopsykiatrinen
máŋggagielat	monikielinen
musikálalaš	musikaalinen
lutherána	lutherilainen
inhabiila	jäävi
indialaš	intialainen
golmmagielat	kolmekielinen
agálaččat	ikuisesti
agás	iäksi
ahkásii	iäksi
aiddo	juuri
aiddonassii	varsinaisesti
aiddostassii	varsinaisesti
ain	vielä
ain	yhä
ainge	yhäkin
aivvefal	pelkästään
aktiivvalaččat	aktiivisesti
alimahtes	lanteilla
alimas	lanteilla
allagit	korkeasti
almmatge	kuitenkin
almmá	ilman
altteson	kunpa
annes	annas
anus	käytössä
arvat	paljon
assájit	paksulti
attás	lahjaksi
badjelii	yli
bahčinviđá	vastalypsettynä
baicca	mieluummin
bajil	päällepäin
bajás	ylös
beaivet	päivällä
beaivet	päivisin
beaivit	päivällä
beaivit	päivisin
beaivváhala	päivälleen
beaivválaččat	päivittäin
beanta	suorastaan
beare	liian
beare	vain
belohahkii	osittain
birrageavlái	ympyrää
birrasii	tienoilla
birrasii	noin
boakkil	väärällä
boalččil	kampuralla
boastut	väärin
buhttásit	puhtaaksi
buohkanassii	kaikkiaan
buohkanassii	kokonaisuudessaan
buokčagasas	sukelluksissa
buokčagassii	sukelluksiin
buorebut	paremmin
buoremusat	parhaiten
buoret	mieluummin
buoret	paremmin
buot	kaikki
buot	kaikkein
bures	hyvin
báikkiid	suunnilleen
báikkohagaid	paikoitellen
báikkuid	paikoin
báikkálaččat	paikallisesti
báljo	paljon
ceahkkálagaid	asteittain
dainna	sillä
dakka	juuri
dakkaviđe	heti
dakko	siinä
dal	nyt
dalle	sitten
dalle	silloin
dalán	heti
dalánaga	heti
danin	siksi
danne	siksi
dasa	siihen
dasto	sitten
dasttá	heti
datte	silti
dattetge	kuitenkin
davvin	pohjoisessa
davábealde	pohjoispuolella
davás	pohjoiseen
dađi	sitä
dađistaga	vähitellen
de	kyllä
de	sitten
dearvan	terveenä
deike	tänne
deikke	tänne
die	tuolla
diehke	tänne
diehko	sinne
diehttelas	tietysti
diehttevassii	tiedoksi
diekko	siinä
diesa	siihen
dievva	täynnä
dievvasit	täydelleen
dieđus	tietysti
dieđusge	tietenkin
diimmohala	minuutilleen
divvosupmái	korjatuksi
divvumassii	korjatuksi
doaisttážii	toistaiseksi
doarrás	poikittain
doarvái	tarpeeksi
dobbelii	sinnemmäs
dohko	sinne
dohkálaččat	kelvollinen
doiste	toiste
dolin	ennenvanhaan
dolin	muinoin
doppe	siellä
doppe	tuolla
doppimustá	kaukaisimmillaan
doppit	kaukaisempi
duhkodagas	ulottuvilla
duhkodahkii	ulottuville
duhtosii	tosissaan
duo	tuolla
duobbelii	tuonnemmas
duohken	takana
duohko	tuonne
duohkái	taakse
duohta	totta
duohta	tosi
duohttige	todella
duohttáge	todella
duohččagasas	säästössä
duohččagassii	säästöön
duohččasii	säästöön
duohččasis	säästössä
duolbasii	levälleen
duoppit	tuonnempi
duosa	tuohon
duođai	todella
duođai	tosiaan
duođaid	todella
duođas	todellinen
duođi	tuota
duvle	äskettäin
duvle	taannoin
duđđái	kuhnaileva
duđđái	hössöttävä
duŋgadassii	tönköksi
duŋgasii	tönköksi
dušše	vain
dušše	ainoastaan
dá	tässä
dábálaččat	tavallisesti
dádjat	taannoin
dáigá	taikaa
dákko	täällä
dál	nyt
dálge	nytkin
dálvelii	talvemmas
dálvet	talvella
dálvit	talvella
dálánaga	heti
dáppe	täällä
dáppe	täältä
dárbahassii	tarpeeksi
dárbbašmeahttumit	tarpeettomasti
dárkileappot	tarkemmin
dárkilit	tarkasti
dás	tässä
dás	tästä
dása	tähän
dávjjit	useammin
dávjá	usein
eahkedis	illalla
eahkes	illalla
ealáskahttindihtii	elvyttämiseksi
eambbo	enemmän
eambu	enemmän
eambu	pikemminkin
eanas	yleensä
eanaš	enimmäkseen
eanemus	enimmäkseen
eanemusat	eniten
eanemustá	eniten
eanet	enemmän
eanet	useampi
eanáš	enimmäkseen
earalágan	erilainen
earenoamážit	erityisesti
easkka	vasta
easkka	äsken
easkka	juuri
easkká	äskeinen
ein	yhä
erenoamážit	erityistä
eret	pois
eske	äsken
fal	vain
farga	kohta
farga	pian
farga	nopeasti
fargga	kohta
fargga	pian
fargga	nopeasti
fas	taas
fas	puolestaan
ferot	valmis
finakeahttá	käymättä
funet	huonosti
fuolas	huolissaan
fuođđit	huokealla
fáhkkestaga	yhtäkkiä
fárus	mukana
fávlil	ulompaa
gal	kyllä
gale	kyllä
galhan	kyllähän
gallás	kylliksi
gallás	täyteen
garrasit	kovasti
garrasit	kovaa
gaskal	keskellä
gaskamearálaččat	keskimääräisesti
gaskkohagaid	välillä
gasku	keskellä
geahppadit	kevyesti
geallagasas	kiillotettuna
geallagassii	kiillotetuksi
geardde	kerran
geasset	kesällä
geassit	kesällä
geassit	kesäisin
geavllil	kaarella
geavllil	kaartaen
gieskat	hiljattain
gitta	kiinni
giđđat	keväällä
giđđat	keväisin
goappos	kumpaalle
goas	koska
goas	milloin
goasii	lähes
goasse	koskaan
goassege	koskaan
goitge	kuitenkin
gokko	mistä
gos	missä
gos	mistä
gosa	minne
gosage	mihinkään
gosge	mistään
got	miten
got	kuinka
govvái	yllätyksekäs
guhkit	pidempi
guhkkin	pitkällä
guhkkin	kaukana
guhká	kauan
guhkás	kauas
guita	sujut
guktii	kahdesti
gulul	hiljaa
gulul	hitaasti
gulámuddui	kuuloetäisyydelle
gulámuttos	kuuloetäisyydellä
guoggarasas	kyyryssä
guoggarassii	kyyryyn
guovttá	kahden
guovttá	kahdestaan
gusto	näköjään
gusto	näet
guđadassii	kuudenneksi
gáddil	rannempaa
gáidagasas	loitolla
gáidagassii	loitos
gánske	ehkä
gárremaččaide	hiprakkaan
gárremaččain	hiprakassa
gárvásii	valmiiksi
heahpat	häpeä
healla	kuoliaaksi
hihtásit	hitaasti
hiljážii	hiljakseen
hirbmadit	kovasti
hirbmadit	kovin
hirbmat	hirveä
hirbmat	hirmuinen
hirril	harallaan
hoahpus	nopeasti
hoahpus	pian
hui	erittäin
hui	hyvin
háhttásii	ahtaalle
háhttásis	ahtaalla
hájilassii	hajallaan
hárrut	harallaan
hárve	harvoin
hárčut	haarallaan
hávil	kerralla
hávil	kerrallaan
ihcalassii	itsekseen
ihcalassii	itsestään
ihkku	yöllä
ihkku	öisin
ihttin	huomenna
ihttážii	huomiseksi
ikte	eilen
illá	tuskin
iskor	hirveän
iđedassii	aamuksi
iđedis	aamulla
iđđedis	aamulla
iđđes	aamulla
jahkásaččat	vuosittain
jalga	suoraan
jarkŋil	pullistunut
jitnosii	ääneen
jitnosit	ääneen
jitnosit	äänekkäästi
jo	jo
johtilit	nopeasti
joksege	jokseenkin
jođánit	nopeasti
juhkamassii	juovuksiin
julggal	julkisesti
juo	jo
jur	juuri
justa	tarkalleen
justa	juuri
juste	juuri
lagabui	lähempi
lahkosis	lähellä
lasi	lisää
liikká	siltikin
liikká	kuitenkin
loahpalaččat	lopullisesti
loahpas	lopuksi
loaidulii	loidommas
logakeahttá	lukematta
luksa	etelään
luksa	itään
lulde	etelässä
lullil	etelämpää
lullil	idempää
lulábealde	eteläpuolella
lulás	etelään
lunddolaččat	luonnollisesti
láhjás	lahjaksi
láhppagasas	kadoksissa
láhppagassii	kadoksiin
láhpposii	kadoksiin
láhpposis	kadoksissa
lámas	raajarikoksi
lápmálassii	raajarikoksi
mahkáš	mukamas
maid	myös
maiddái	myös
maiddái	myöskin
man	kuinka
manin	miksi
manne	miksi
mannolagas	kulkeilla
mannolahkii	kulkeille
masa	mihin
masá	melkein
masá	miltei
maŋemus	viimeinen
maŋŋel	jälkeen
maŋŋit	myöhään
maŋŋá	myöhemmin
mealgat	melko
measta	melkein
measta	lähes
meattá	ohi
menddo	kaukana
menddo	liian
miehtut	pitkittäin
mielde	mukana
mielde	mukaan
mihá	melko
mista	vahingossa
mo	miten
mo	kuinka
moktige	mitenkään
movt	miten
muhtumin	joskus
muhtumin	toisinaan
muđui	muuten
muđuid	muuten
máddelažžii	etelämmäs
máddelii	etelämmäs
máddil	etelämpää
mái	kylläkin
mánnosaččat	kuukausittain
máttás	etelään
máŋgii	monesti
mášoheamet	malttamattomasti
naba	entä
naba	entäpä
namalassii	erityisesti
namalassii	nimittäin
nammejahkii	nimeltä
nammejahkii	nimenomaan
nannosit	lujasti
nannosit	varmasti
nappo	siis
nas	entä
nie	niin
nie	siten
nirvvil	virneessä
nissonahttá	emännättä
njahppasii	...tarttuneeksi...
njamažahkká	yllättäen
njavvái	nivainen
njoazit	hitaasti
njozet	hitaasti
njulgestaga	suorastaan
njulgestaga	suoraan
njuolga	suora
njuolgga	suoraan
njálgát	makeasti
njálmmálaččat	suullisesti
njárbadit	harvakseltaan
nohkka	tarpeeksi
nu	niin
nu	näin
nuogis	tarpeeksi
nuoluid	kapaloimattomana
nuortalii	idemmäs
nuortalii	pohjoisemmas
nuortan	idässä
nuorttas	itään
nuorttas	pohjoiseen
nuppos	toisaalle
nuvttá	ilmaiseksi
ná	näin
ná	no
oainnat	näet
oalle	varsin
oalle	sangen
oalát	täydellinen
oarjil	lännempää
oarjil	etelämpää
oarjin	lännessä
oarjjabealde	länsipuolella
oavnnjil	tuntumassa
oavnnjil	perässä
oba	melko
obbalaččat	yleisesti
obbalohkái	ollenkaan
obbanaga	kokonaisena
odne	tänään
oidnosii	näkyviin
oidnosis	näkyvissä
oktan	yhdessä
oktii	kerran
oktii	yhteen
oktii	vastakkain
oktiibuot	yhteensä
okto	yksin
olggos	ulos
olgul	ulompaa
olgun	ulkona
ollege	ollenkaan
ollege	lainkaan
ollislaččat	kokonaan
ollodahkii	mittaan
ollu	paljon
ollásit	täydellinen
olu	paljon
olus	juuri
olus	paljon
olus	paljonkaan
omd	esimerkiksi
on	taas
otne	tänään
ovccádassii	yhdeksänneksi
ovdagihtii	etukäteen
ovdal	ennen
ovdalaš	aikaisemmin
ovdalii	edemmäs
ovdalii	edelle
ovdan	eteen
ovddabealde	etupuolella
ovddalgihtii	etukäteen
ovddas	edessä
ovddas	edestä
ovddimustá	aikaisintaan
ovddimustá	ensimmäisenä
ovddimustá	pikimmin
ovddosguvlui	eteenpäin
ovstalii	idemmäs
ovtta	yhteinen
ovttajienalaččat	yksimielisesti
ovttas	yhdessä
ovttatmanos	yhtäkyytiä
ođđasis	uudestaan
ođđasit	uudestaan
persovnnalaččat	henkilökohtaisesti
rabas	avoin
reaŋggaš	renkeineen
riekta	oikein
rievttabut	oikeammin
roahkkut	ristissä
roahtá	äkisti
ruoktot	kotiin
ruoktot	takaisin
ruoktut	kotiin
ruossut	ristiin
ruovttoluotta	takaisin
ruovttus	kotona
ruvva	äkkiä
rádjerihkku	raajarikoksi
ráđđái	neuvokas
sahtedohko	satunnainen
sakka	kovasti
sealggálassii	selälleen
seamma	sama
seammás	samalla
seammás	samassa
sierra	erinomainen
sihkkarit	varmasti
sisa	sisään
siskkabealde	sisäpuolella
siskkáldasat	sisäisesti
siste	sisällä
siste	sisältä
sisti	sisällä
skaippil	kierossa
skeaŋkkas	lahjaksi
skoavddil	komolla
smávvásiid	vähittäin
sneakta	poikki
snogastahkii	etukenossa
so	niin
sodjagasas	painuksissa
sodjagassii	painuksiin
sulaid	noin
sulaid	suunnilleen
sullii	suunnilleen
sullii	noin
suoimmal	loivasti
suoli	salaa
suoli	salaisesti
suollit	salaa
sámás	saameksi
sárdnumassii	puhuttavaksi
taga	ilman
uhccán	vähän
uhcimus	vähiten
uhcimusge	vähintäänkin
uhcit	vähemmän
uheavás	tarpeettomasti
unnimusat	vähintään
unnimusge	vähintäinkin
unnit	vähemmän
unnán	vähän
vahkkosaččat	viikoittain
vaikke	vaikka
vaikko	vaikka
valjit	runsaasti
varasnaga	tuoreeltaan
veagal	väkisin
veahá	vähän
veaháš	vähän
vealggás	velaksi
vealttakeahttá	välttämättä
veastal	lännempää
veastalii	lännemmäs
veasttas	länteen
veháš	vähän
vejolaččat	mahdollisesti
vel	vielä
velgo	vieläkö
velá	vielä
veret	väärin
viehka	melko
viehka	aika
vihttii	viidesti
viidáseappot	edelleen
viidáseappot	eteenpäin
viidáset	eteenpäin
viidásit	laajalti
viidát	laajalti
viimmat	vihdoin
viimmat	viimein
viisásit	viisaasti
