абонементный	абонемента
гнездование	поздысьӧм
гнездовье	поздысянін
гнида	серов
гниение	сісьмӧм
гнилушка	
гниль	бак
гноение	сісьтӧм
гнёздышко	позтор
говор	сёрниног
говорильня	больганін
гоголь	сювчӧж
гогот	гогзьӧм
год	во
год	арӧс
год	арлыд
година	кад
година	час
гол	гол
голбец	гӧбӧч
голица	кушенча
голова	юр
головка	шляп
головка	йыв
голос	видзӧдлас
голубика	чӧдлач
голубь	гулю
гольд	нанай
гольф	гольф
гомосексуалист	гомосексуалист
гон	чуалӧм
гонка	тэрмасьӧм
гонка	вийӧдӧм
гонщик	ордйысьысь
горбинка	гӧрб
горбушка	мутлак
горбыль	гӧрбыль
горе	
горелка	сотан
горизонт	енэж
горизонт	эрд
горизонт	тӧдӧмлун
горизонт	позянлунъяс
горизонт	куйлӧд
горизонтальность	водсаноглун
горилла	горилла
горлышко	юр
горлянка	чипсантурун
гормон	гормон
город	кар
городьба	
горох	анькытш
горошек	чут
гортензия	гортензия
горчица	горчица
горчичник	горчичник
горшок	гырнич
горячность	ярлун
госимущество	госэмбур
госпиталь	госпиталь
госпожа	ӧксань
гостья	гӧстя
государыня	ӧксань
готовность	дасьлун
грабельщик	куртысь
градирня	градирня
грамзапись	грамгижӧд
грамм	грамм
грамматика	грамматика
граммофон	граммофон
грамота	грамота
граната	граната
гранит	гранит
гранка	гранка
гранулирование	шольгӧмтӧм
грануляция	
грань	этш
граф	граф
графа	визь
графика	графика
графика	шыпасъяс
графин	графин
графиня	графиня
графление	визьйӧдлӧм
графство	графув
гребень	сынан
гребень	печкан
гребень	бурысь
гребля	сынӧм
гребля	куртӧм
гребок	сыныштӧм
гребёнка	гребёнка
грейпфрут	грейпфрут
грех	
грех	грек
гриб	тшак
грива	бурысь
гривна	вежтан
гривна	
грим	грим
гримирование	гримируйтчӧм
грипп	грипп
гроб	горт
гроб	кулӧм
гробница	дзебанін
гром	гым
громкоговоритель	громкоговоритель
громкость	горалун
гроссмейстер	гроссмейстер
грохочение	пожналӧм
грош	грӧш
грубость	вежавидзтӧмлун
грубость	чорыдлун
грудина	морӧспань
грудь	морӧс
груздь	ельдӧг
грунт	муйӧж
грунтовка	
группировка	чукӧр
груша	груша
грыжа	кила
гряда	град
грядка	сёр
грязь	няйт
грёза	вӧт
губернатор	губернатор
губерния	губерния
губка	бӧдяга
губка	губка
гудение	тутсӧм
гудение	брунгӧм
гуж	гужи
гулаг	концлагеръяс
гульбище	гажӧдчанін
гулянка	
гулянка	койташ
гуляш	гуляш
гуманист	гуманист
гурт	стада
гусар	гусар
гусеница	гусенича
гусь	дзодзӧг
гусёнок	дзодзӧгпи
гуща	чукӧраин
давило	тшемилӧ
давило	нальк
давильня	ныранін
давильщик	нырысь
давка	нырӧм
давление	личкӧм
давность	важлун
дар	козин
дарвинизм	дарвинизм
дарвинист	дарвинист
даритель	козьналысь
дарование	сетӧм
