aakkosellinen	alfabehtalaš
pitkäikäinen	guhkesagat
pitkäjalkainen	guhkesjuolggat
pitkänhuiskea	njáškkas
pitkänhuiskea	stávrras
pitkänomainen	guhkedáleš
pituinen	guhkkosaš
pituinen	guhku
pitävä	doalli
pohjoisempi	nuorttat
pohjoisin	nuorttamus
pohjoismainen	davviriikkalaš
poikittainen	doaris
poikkeava	eahpedábálaš
poikkeuksellinen	spiehkastat
poliittinen	politihkalaš
polttava	boaldevaš
poluton	bálgáheapme
pomo	šefa
porvarillinen	borgárlaš
positiivinen	positiivvalaš
positiivinen	positiiva
potkiva	čiekčalas
protestanttinen	protestánttalaš
psykiatrinen	psykiátralaš
psykologinen	psykologalaš
psyykkinen	psyhkalaš
psyykkinen	psykalaš
puhdas	buhtis
puhdas	ráinnas
puhelias	hállái
puhelias	hubmái
puhelias	sárdnái
puhelias	duoldalas
puhevikainen	uhcagielagaš
puhumaton	hálaheapme
puikkomainen	sákkas
pullea	jarffas
pullea	jarfái
pullea	stumppas
pullottava	buljas
pullottava	bullas
pullottava	bulljái
pullottava	bullái
pullottava	spuŋggas
pulska	ittis
punainen	ruoksat
punaruskea	ruškat
punertava	rukseslágan
punkeromainen	spuŋggas
puoli	bealli
puolialaston	ranččas
puolialaston	rinččas
puolueeton	bealátkeahtes
puuskainen	spállái
puuton	muoraheapme
puutteellinen	váilevaš
puuttuva	váilevaš
pyhä	bassi
pyrkiväinen	viggalas
pyryinen	borggas
pyryinen	borgái
pysty	ceakkus
pystykorvainen	skohččebealjat
pystyvä	ábas
pysyvä	bistevaš
pysyvä	bissovaš
pyöreä	jorbbas
pyöreä	jorbat
pyörimätön	joraheapme
päivittäinen	beaivválaš
pärskivä	russolas
pärskiväinen	russolas
pätevä	dohkálaš
päälakiaukile	suddi
päätoiminen	ollesáigásaš
päättäväinen	givas
pörröinen	bierffas
pörröinen	loarffas
raajarikkoinen	rádjerihkot
raaka	roavis
radikaali	radikála
radioaktiivinen	rádioaktiiva
rahakas	ruhttái
rahallinen	ruđalaš
rahaton	ruđaheapme
raidollinen	ráiddolaš
raitis	juguheapme
raitomies	ráiddolaš
rajallinen	nohkkivaš
raju	alvvus
rakas	ráhkis
rakastettu	ráhkis
rakentava	huksejeaddji
rakentava	konstruktiiva
rakenteellinen	ráhkaduslaš
rangaistava	ráŋggáštusvuloš
rankka	lossat
rannimmainen	gáttimus
ranskalainen	ránska
rapainen	ráhppái
raskas	lossat
rasvaton	buoiddeheapme
ratkaiseva	mearrideaddji
ratto	hávskodat
rauhallinen	ráfálaš
rauhaton	ráfeheapme
rauhaton	muoseheapme
raukka	fuotnu
raukka	hejoš
raukka	stáhkkár
ravitseva	beaktil
realistinen	realisttalaš
rehellinen	vuoiggalaš
rehevä	šattolaš
reilu	ávddalaš
reipas	arvvot
relevantti	relevánta
rengas	riekkis
repaleinen	linccas
resuinen	rimssas
riippaoksainen	sodnjái
riippumaton	sorjjasmeahttun
riippumaton	sorjavaš
riippuva	sorjjas
riippuvainen	sorjavaš
riippuvainen	vuloš
riitaisa	nárrii
riitaisa	riidui
riitteinen	suosas
riittoisa	rivggas
riittämätön	bisttiheapme
rikas	rikkis
rikos	rihkus
rimpinen	sudnjui
rimsuvaatteinen	sodnjái
rinnakkainen	bálddalaš
rintava	čižžái
ristiriitainen	ruossalas
rohkea	roahkkat
rohkea	jállu
roikkuvavaatteinen	sodnjái
roisto	rosvu
roisto	bigohas
romaaninen	románalaš
romanialainen	románialaš
romanttinen	románttalaš
romuluinen	alladávttat
romuluinen	alladávttálaš
ronkkuva	ruŋkálas
roomalainen	romálaš
roomalaiskatolinen	romálaškatolalaš
rujo	duokkas
ruma	ropmi
runollinen	lyrihkalaš
runsas	valljái
runsaslukuinen	valjis
runsasmaitoinen	mielkkas
runsasmaitoinen	mielkái
runsassanainen	sádnái
ruokaisa	bibmui
ruotsalainen	ruoŧa
rupinen	ruobbái
rupinen	ruoppas
rusenteleva	dekčolas
ruskea	ruškat
rutikuiva	jaŋas
ruumiillinen	rumašlaš
ryvettävä	dáškái
räikeä	cahkkat
räkäinen	snuolgái
röyhtäilevä	reavgálas
röyhtäileväinen	revgolas
saamaton	šlurvvas
saamenkielinen	sámegielat
saamenkielinen	sámegiel
saamenkielinen	sámegielalaš
saamenmielinen	sábmái
saamepoliittinen	sámepolitihkalaš
saarelainen	suolohas
sadas	čuođát
sairaana	buozus
sairas	buozas
sairas	buozus
saita	divas
sakea	suohkat
sakkainen	ruggii
saksalainen	duiska
sala	suollemas
salainen	čiegus
salainen	suollemas
salakähmäinen	julggaheapme
salamannopea	dolalaš
salaperäinen	suollemas
samaarvoinen	ovttaárvosaš
samainen	seamma
samanaikainen	ovttaáigásaš
samanarvoinen	ovttaárvosaš
samankaltainen	seammasullasaš
samankokoinen	seammasturrosaš
samanlainen	sullasaš
samanlainen	seammalágan
samanlainen	ovttalágan
samanlainen	seammalágán
samanlainen	seammaládje
samanniminen	seammanammasaš
samansuuntainen	seammaháltásaš
samantapainen	seammasullasaš
samea	mosttas
sammaltava	doksái
sammaltava	dumpái
sanallinen	sánálaš
sanavalmis	sánálaš
satavuotinen	čuođijahkásaš
sateinen	arvves
sateinen	arvái
satunnainen	deivvolaš
seitsemäs	čihččet
sekainen	seahkalaš
sekalainen	seahkálas
sekava	moivvas
seksuaalinen	seksuálalaš
selkeä	gearggus
selkeä	čielga
selkeä	válmmas
selkeä	válmmaš
selkä	sealgi
selkärankainen	riggeealli
sellainen	lágan
selvä	čielggas
selvänäköinen	oaidnil
seura	searvi
seuraava	boahtte
seuraava	čuovvovaš
seurakunta	searvegoddi
seurallinen	eahccil
sietokykyinen	duoddul
siihenastinen	dassáš
siisti	čorgat
siivellinen	soajálaš
siivetön	soajeheapme
sijainen	sadjásaš
sikäläinen	dobbelaš
sileä	šallat
silkka	áhppar
silloinen	dalá
silloinen	dalloš
silmiinpistävä	čuovggus
sininen	alit
siro	šiervi
sisin	siskkimuš
sisäinen	siskkáldas
sisäkkäinen	siskálas
sisäpoliittinen	sisriikkapolitihkalaš
sitkeä	sitkat
sitkeähenkinen	hegges
sitkeähenkinen	heggeš
sitoutumaton	čatnasmeahttun
sitova	čadni
siveetön	vácceš
siviili	siviila
sivullinen	vieris
sodanaikainen	soađiáigásaš
sodanjälkeinen	soađemaŋáš
soikea	guhkolaš
soikea	ovála
soinen	jeaggái
soinnillinen	čujolaš
sojottava	skuittas
sokea	čalmmeheapme
sopimaton	heivemeahttun
sopiva	dohkálaš
sopiva	vuogas
sopiva	heivvolaš
sopiva	muttát
sosiaalidemokraattinen	sosiálademokráhtalaš
sosiaalinen	sosiála
sosiaalinen	sosiálalaš
sosialistinen	sosialisttalaš
sotaisa	soahtalaš
sotilaallinen	militearalaš
sottainen	durjjas
sottainen	šlurvvas
soukka	buškkas
sovelias	vuogas
soveltumaton	heivemeahttun
soveltuva	heivvolaš
spitaalinen	spihtálaš
staattinen	statihkalaš
strateginen	strategalaš
suhteellinen	gorálaš
sujuva	njuovžil
suku	sohka
sukurakas	fuolkái
sula	suddi
sula	máizzas
sulava	suddi
suljettu	gitta
suloinen	sulolaš
sumuinen	skoddui
suojaisa	suoddjái
suolainen	sálttis
suolaton	sáltteheapme
suomalainen	suopmilaš
suomalaisugrilainen	suomaugralaš
suomenkielinen	suomagielat
suomenruotsalainen	suomaruoŧŧelaš
suomi	suopma
suonikas	suodnái
suora	njuolga
suora	njuolgat
suorakulmainen	njuolggočiegat
suoranainen	njuolgat
suorasyinen	riektat
suoraviivainen	njuolggolinnját
suositeltava	duosttáš
suosittu	bivnnut
suosittu	čuovggus
suotuisa	heivvolaš
suotuisa	oiddolaš
suppea	gárži
surkea	surgat
surullinen	morašlaš
surullinen	surolaš
suullinen	njálmmálaš
suurehko	stuorralágan
suuri	stuoris
suurin	stuorámus
suuruinen	sturrosaš
suvuton	sogaheapme
sydämellinen	váimmolaš
sykkyräinen	snárkkas
sykkyräinen	snárkái
synkkä	čáhppat
synkkä	seavdnjat
synnitön	suttuheapme
synnynnäinen	mielriegádan
synteettinen	syntehtalaš
syntinen	suttolaš
sysimusta	smurtačáhppat
systemaattinen	systemáhtalaš
syvyinen	čieŋu
syvä	čieŋal
syvällinen	vuđolaš
syvänteinen	jorbmái
syvänteinen	gohppái
syyllinen	sujalaš
syytön	sivaheapme
syytön	áššeheapme
sähköinen	elektrihkalaš
säntäilevä	ohkoladdalas
säntäilevä	ohkolahkes
särmikäs	borrái
särmikäs	ordái
sävyisä	staigil
säyseä	smiđis
säälittävä	nealggas
säännöllinen	njuolggaduslaš
säästeliäs	seasttaskas
säästäväinen	seastevaš
säästäväinen	sesttolaš
tahallinen	evttolaš
tahmainen	dáđas
tahmea	gohpolas
taidokas	dáiddolaš
taikauskoinen	tiidii
taipumaton	sojaheapme
taipuvainen	mieđis
taipuvainen	soddjil
taitamaton	čuorbi
taitamaton	umáhttu
taitamaton	dáidduheapme
taitava	čeahppi
taiteellinen	dáiddalaš
taivaallinen	almmálaš
takkuinen	duoggái
takkuuntuva	duggolas
takkuuntuva	duokkas
taloudellinen	ekonomalaš
taloudellinen	ekonomálaš
talvinen	dálvvas
tanskalainen	dánska
tanskalainen	dánskalaš
tanskalainen	dánmárkulaš
tappelunhaluinen	dorrolas
tarkka	dárkil
tarkka	dárki
tarkka	ráddjil
tarkkakorvainen	gulles
tarkkasilmäinen	vitmat
tarkoituksellinen	eaktodáhtolaš
tarmokas	alvvalaš
tarmokas	arveš
tarpeellinen	dárbbašlaš
tarpeeton	dárbbašmeahttun
tarpeeton	dárbbuheapme
tasainen	duolbbas
tasapainoinen	dássedettolaš
tasavertainen	dássásaš
tautinen	dávdái
tavallinen	dábálaš
tavanomainen	dábálaš
tehokas	beaktil
tekninen	teknihkalaš
tenivä	doalli
teollinen	industriijalaš
teologinen	teologalaš
teoreettinen	teorehtalaš
terve	dearvvaš
terve	dearvvas
terveellinen	dearvvaš
terveellinen	dearvvas
teräksetön	stáleheapme
terävä	bastil
terävä	čogas
tieteellinen	dieđalaš
tietoinen	dihtomielalaš
tietoinen	diđolaš
tietty	vissis
tiettävä	dieđus
tietynlainen	dihtolágan
tietämätön	diehtemeahttun
tietäväinen	diđolaš
tietäväinen	dihttes
tiheä	suohkat
tiivis	teahtis
tilapäinen	gaskaboddasaš
tilastollinen	statistihkalaš
tilava	čáhkkil
tinakas	dadnái
tiukka	čavgat
todellinen	duođas
todennäköinen	jáhkehahtti
toimelias	doaimmalaš
toimeton	doaimmaheapme
toimeton	ealjoheapme
toinen	nubbi
toisenlainen	nuppelágán
toistuva	dávji
toiveikas	vuordevaš
toivoton	doaivvuheapme
toljottava	gávkkas
tonttu	stállu
tonttu	háldi
tosi	duohta
tosiasiallinen	duođalaš
totta	duohta
tottelematon	eahpegulolaš
tottelematon	jeagoheapme
tottelematon	jeagatmeahttun
traaginen	tragihkalaš
trooppinen	tropihkalaš
tuhoisa	sorpmálaš
tukeva	starggas
tuleton	dolaheapme
tuleva	boahtte
tuleva	boahttevaš
tulinen	buolli
tuliperäinen	vulkánalaš
tulipunainen	roađđat
tumma	seavdnjat
tumma	čoahkkat
tummaihoinen	gámis
tummanruskea	devkesruškes
tummansininen	čohkkesalit
tunnettu	dovddus
tunnettu	oahpis
tunnettu	diđolaš
tunnollinen	dovddolaš
tuntematon	dovdameahttun
tuntuva	mearkkašahtti
tuoheton	beasseheapme
tuonnempi	duoppit
tuore	varas
tuottelias	produktiiva
turha	dušši
turha	áššeheapme
turkkilainen	turkalaš
turvallinen	oadjebas
turvallinen	dorvvolaš
turvaton	dorvvuheapme
tuskainen	duskái
tuttava	oahpis
tuttu	dovddus
tuttu	oahpis
tuuhea	bolffas
tuulinen	biekkus
tyhjä	guorus
tyhmä	doavki
tyhmähkö	doavkkas
tylppä	dulppas
tylppä	dulpái
tylppä	nurddas
tylppä	nurssas
tylsä	ahkit
tylsä	láittas
tylsä	basttoheapme
tylsä	nearas
tylsä	ávjjoheapme
tyly	julmmut
tyly	goađut
typerä	jalla
tyydyttävä	duhtadahtti
tyylikäs	bivššas
tyyni	jaskat
tyypillinen	mihtilmas
tyytymätön	duđaheapme
tyytyväinen	duhtavaš
tyytyväinen	duđavaš
työläs	váivi
työteliäs	barggoš
työteliäs	barggeš
työtön	bargguheapme
tähänastinen	dássáš
täinen	dihkkái
tällainen	diekkár
tämänhetkinen	dálá
tämänkaltainen	dánsullasaš
tämänpäivinen	otná
tämänpäiväinen	otná
tämänpäivän	otnáš
tärkeä	dehálaš
tärkeä	deaŧalaš
tärkeä	deatalaš
täsmällinen	aiddolaš
täydellinen	ollislaš
täydellinen	oalát
täydellinen	ollásit
täydellinen	dievaslaš
täynnä	gallás
täysi	dievas
täysikasvuinen	rávis
täysikasvuinen	dievas
täysinäinen	čeaktu
täyttymätön	deavdemeahttun
törkeä	roavis
törkyinen	ruccas
törkyinen	suovrras
törröttävä	skihčas
törröttävä	čilssas
uhanalainen	áitatvuloš
uhkaava	uhkideaddji
uhkaileva	áitálas
ujo	udju
ulkoinen	olgguldas
ulkopuolinen	vieris
uloin	olggumus
ulompi	olggut
uneton	nagirheapme
unkarilainen	ungárlaš
untuvainen	uvjái
untuvaton	uvjjaheapme
upea	ebmui
uraauurtava	álgojalgejeaddji
uskalias	duostil
uskalias	roastil
uskalias	duoddul
uskollinen	oskkáldas
uskomaton	jáhkkemeahttun
uskonnollinen	kristtalaš
uskottava	jáhkehahtti
uskovainen	oskkolaš
usvainen	suoldnái
utelias	diehtoáŋgir
uudenaikainen	ođđaáigásaš
uudenkipeä	ođđačalmmat
uudenlainen	ođđalágan
uusi	ođas
uusiutuva	ođasmuvvi
vaaka	veakta
vaalea	čuovgat
vaaleahiuksinen	čuvgesvuovttat
vaaleanpunainen	čuvgesruoksat
vaaleansininen	čuvgesalit
vaarallinen	váralaš
vaarallinen	várálaš
vaativa	gáibideaddji
vahingollinen	vahátlaš
vahva	gievra
vahvuinen	givrosaš
vaihteleva	molsašuddi
vaihtoehtoinen	molssaevttolaš
vaikea	váttis
vaikea	váigat
vaikeakulkuinen	rámššas
vaikutusvaltainen	veaddji
vaisu	láivi
vaivalloinen	váivi
vajaa	vádjit
vakaa	bissul
vakava	duođalaš
vakinainen	fásta
vakio	fásta
vakituinen	fásta
valheellinen	behtolaš
valio	vállju
valkea	čeaskat
valkoihoinen	vilgesliikkat
valkoinen	vielgat
valkoinen	gappas
vallanhimoinen	váldái
vallankumouksellinen	revolutionára
vallitseva	ráđđejeaddji
valmis	gárvvis
valmis	ferot
valoisa	čuovgat
valoisaa	čuovgat
valpas	fitmat
valtaisa	áibmadas
valtakunnallinen	riikkaviidosaš
valtava	hirbmat
valtiollinen	stáhtalaš
valtuutettu	áirras
vammainen	lámis
vanha	boaris
vanha	dološ
vanhanaikainen	boaresáigásaš
vanhin	boarráseamos
vankka	váŋká
vanuttuva	dumsui
vapaa	friddja
vapaa	friija
vapaaehtoinen	eaktodáhtolaš
vapaaehtoinen	molssaevttolaš
vapaamielinen	liberála
vapaamuotoinen	friijahápmásaš
vapaasti	friddja
varakas	várrái
varasteleva	faskár
varastelevainen	suoládahkes
varaton	váreheapme
varhainen	árrat
varma	sihkar
varma	sihkkar
varma	vissis
varovainen	várrugas
varovainen	sivvat
varsinainen	aitosaš
varteenotettava	dehálaš
varteenotettava	deaŧalaš
vasaton	mieseheapme
vasemmanpuoleinen	gurut
vasen	gurut
vasenkätinen	gurutgieđat
vasta	easka
vasta	easkka
vastaavanlainen	vástideaddji
vastainen	boahttevaš
vastakkainen	vuostálas
vastasyntynyt	easkariegádan
vastuullinen	ovddasvástáduslaš
vatsakas	čoavjái
vauhko	hiras
vauras	jábálaš
vedenalainen	čázevuloš
velallinen	velggolaš
velallinen	vealgugas
velallinen	dagolaš
velallinen	sujalaš
velaton	vealggeheapme
veljellinen	vieljalaš
veltto	njivlái
velvollinen	geatnegas
venyvä	vadni
venäläinen	ruošša
venäläinen	ruoššalaš
veretön	varaheapme
verinen	varrái
verkkainen	bussái
veroinen	veardásaš
veroton	vearuheapme
verrannollinen	veardideames
vertainen	máhken
vertaus	veardádus
vertauskuvallinen	allegoriijalaš
vesi	čáhci
vetinen	čáhccái
vieras	amas
vieras	vieris
vietto	doallan
vietto	atnin
vihainen	bahá
vihamielinen	vašálaš
vihertävä	ruonálágan
vihkiminen	vihaheapmi
vihreä	ruoná
viides	viđát
viikoittainen	vahkkosaš
viikottainen	vahkkosaš
viileä	čoasus
viime	mannan
viimeinen	maŋimus
viimeinen	maŋimuš
viimeinen	maŋemus
viisas	viissis
viisinkertainen	viđageardásaš
viisivuotias	viđajahkásaš
viitseliäs	viššal
vikkelä	lášmat
viljava	šattolaš
vilkas	ealas
villainen	ullui
villi	vilddas
villi	hilbat
viluinen	bivaheapme
viluinen	gánas
violetti	fioleahtta
violetti	sáhppat
virallinen	virggálaš
virolainen	esttelaš
virtaava	golgi
virtsanhajuinen	kuonna
visu	knáhpis
vitkutteleva	báhcálas
voimakas	gievra
voimakas	fámolaš
voimallinen	vuoimmálaš
voimaton	áhpeheapme
voimaton	veajuheapme
voittoisa	vuoitil
vollottava	venzolas
vollottavinen	venzolas
vouti	váldi
vulkaaninen	vulkánalaš
vuorinen	gáisái
vuosittainen	jahkásaš
vuotava	jeagiheapme
vuotuinen	jahkásaš
vähenevä	nohkki
vähä	unnánaš
vähäinen	unni
vähäinen	uhcci
vähäjärvinen	jávrreheapme
vähäoksainen	oavsseheapme
vähäpuheinen	hálaheapme
vähäpuinen	muoraheapme
vähärasvainen	buoiddeheapme
vähäruokainen	sneavvar
vähätuohinen	beasseheapme
vähäuntuvainen	uvjjaheapme
vähäverinen	varaheapme
väkevä	fámolaš
väkivaltainen	veahkaválddálaš
väliaikainen	gaskaboddosaš
väliaikainen	gaskaboddasaš
välinpitämätön	fuolaheapme
välinpitämätön	ávvirmeahttun
välinpitämätön	ávvirheapme
välitön	njuolgat
väljä	gallji
väljähtynyt	veagaheapme
välttämätön	vealtameahttun
värikäs	ivdnái
värillinen	ivdnái
väritön	ivnneheapme
väsynyt	váibbas
väsynyt	váiban
väärä	boasttu
yhdeksäs	ovccát
yhdenmukainen	ovttalágán
yhdensuuntainen	seammaguvllot
yhteenlaskettu	oktiiluiton
yhteensopiva	oktiiheivvolaš
yhteinen	oktasaš
yhteinen	ovtta
yhteiskunnallinen	servodatlaš
yhtenäinen	oktilaš
yhtäläinen	ovttalágán
yksikesäinen	geassásaš
yksilöllinen	individuála
yksimielinen	ovttamielalaš
yksinkertainen	eaŋkal
yksipuolinen	ovttabealat
yksiselitteinen	ovttačilggolaš
yksittäinen	ovttaskas
yksityinen	priváhta
yksityinen	priváhtta
yksityiskohtainen	bienalaš
yksivuotinen	jahkásaš
yksivärinen	ovttaivnnálaš
yleinen	oppalaš
yleinen	obbalaš
yleismaailmallinen	oppamáilmmálaš
ylempi	bajit
yli	badjel
yliluonnollinen	badjellunddolaš
ylimielinen	čeavlái
ylimielinen	allamielalaš
ylimmäinen	bajimus
ylimääräinen	badjelmearálaš
ylin	bajimuš
ylin	bajimus
ylivoimainen	birgetmeahttun
ylpeä	čeavlái
ymmärrettävä	áddehahtti
ymmärrettävä	ipmirdahtti
ymmärtämätön	áddemeahttun
ympäripyöreä	bállir
ympärivuotinen	birrajagáš
ympäröivä	biras
ystävällinen	ustitlaš
äidillinen	eatnálaš
äiditön	eatneheapme
äkillinen	fáhkka
äkkipikainen	boarka
äkkipikainen	bigán
älykäs	intelligeanta
älykäs	fihtolaš
älyllinen	intellektuála
äreä	hárbmalas
ärsyttävä	givssálaš
ärtyisä	duskkas
ärtyisä	erdui
ärtyisä	hárpmas
ärtyisä	duskái
ääliömäinen	stoaljas
äänekäs	jidnii
ääni	jietna
äänioikeutettu	jietnavuoigadahtton
ääretön	ravdameahttun
ääri	rádji
ääri	ravda
äärimmäinen	ravddamuš
äärioikeistolainen	olgešekstremista
...tarttuneeksi...	njahppasii
aamuksi	iđedassii
aamulla	iđđes
aamulla	iđđedis
aamulla	iđedis
ahtaalla	háhttásis
ahtaalle	háhttásii
aika	viehka
aikaisemmin	ovdalaš
aikaisintaan	ovddimustá
aina	álo
aina	čađat
aina	álohii
aina	álot
aina	áli
ainaisesti	álelassii
ainoastaan	dušše
aivan	áibbas
ajoissa	árrat
ajoissa	áiggil
ajoissa	áiggebále
aktiivisesti	aktiivvalaččat
alapuolella	vuolábealde
alas	vulos
alas	vuolás
alaspäin	vulos
alhaalla	vuollin
aluksi	álggos
ammolleen	caggos
ankarasti	áŋgirit
annas	annes
asteittain	ceahkkálagaid
avoin	rabas
edelle	ovdalii
edelleen	viidáseappot
edemmäs	ovdalii
edessä	ovddas
edestä	ovddas
ehdottomasti	áinnas
ehkä	várra
eilen	ikte
elvyttämiseksi	ealáskahttindihtii
emännättä	nissonahttá
enemmän	eanet
enemmän	eambbo
enemmän	eambu
enimmäkseen	eanaš
enimmäkseen	eanemus
enimmäkseen	eanáš
eniten	eanemusat
eniten	eanemustá
ennen	ovdal
ennenvanhaan	dolin
ensiksi	vuosttažettiin
ensimmäisenä	ovddimustá
ensimmäisenä	vuosttasin
ensin	vuos
ensin	álggos
ensisijaisesti	vuosttamuš
enteenä	vuolis
entä	naba
entäpä	naba
enää	šat
erikseen	sierranas
erinomainen	sierra
erittäin	hui
erityisesti	namalassii
erityisesti	earenoamážit
erityistä	erenoamážit
esimerkiksi	omd
eteen	ovdan
eteenpäin	viidáseappot
eteenpäin	viidáset
eteenpäin	ovddosguvlui
etelämmäs	máddelii
etelämpää	oarjil
etelämpää	máddil
etelämpää	lullil
eteläpuolella	lulábealde
etelässä	lulde
etelään	máttás
etelään	lulás
etelään	luksa
etukenossa	snogastahkii
etukäteen	ovddalgihtii
etukäteen	ovdagihtii
etupuolella	ovddabealde
haarallaan	hárčut
hajallaan	hájilassii
hajalle	hájilassii
hallussa	hálddus
harallaan	hirril
harallaan	hárrut
harvakseltaan	njárbadit
harvoin	hárve
henkilökohtaisesti	persovnnalaččat
heti	dakkaviđe
heti	dalán
heti	dalánaga
heti	dasttá
heti	dálánaga
hiljaa	gulul
hiljakseen	hiljážii
hiljattain	gieskat
hiprakassa	gárremaččain
hiprakkaan	gárremaččaide
hirmuinen	hirbmat
hirveä	hirbmat
hirveän	iskor
hitaasti	gulul
hitaasti	njozet
hitaasti	njoazit
hitaasti	hihtásit
huokealla	fuođđit
huolissaan	fuolas
huomenna	ihttin
huomiseksi	ihttážii
huonosti	funet
hyvin	hui
hyvin	bures
häpeä	heahpat
hössöttävä	duđđái
idemmäs	nuortalii
idemmäs	ovstalii
idempää	lullil
idässä	nuortan
ihan	áibbas
ikuisesti	agálaččat
illalla	eahkes
illalla	eahkedis
ilmaiseksi	nuvttá
ilman	almmá
ilman	taga
itsekseen	ihcalassii
itsestään	ihcalassii
itään	nuorttas
itään	luksa
iäksi	agás
iäksi	ahkásii
jo	juo
jo	jo
johonkin	juosat
jolloin	goas
jonne	gosa
jonnekin	juosat
joskus	muhtumin
julkisesti	julggal
juovuksiin	juhkamassii
juuri	juste
juuri	olus
juuri	justa
juuri	easkka
juuri	jur
jälkeen	maŋŋel
kaarella	geavllil
kaartaen	geavllil
kadoksiin	láhppagassii
kadoksiin	láhpposii
kadoksissa	láhppagasas
kadoksissa	láhpposis
kahden	guovttá
kahdestaan	guovttá
kahdesti	guktii
kai	vissa
kaikkein	buot
kaikki	buot
kaikki	visot
kaikkiaan	buohkanassii
kaikkialla	miehtá
kaikkialle	miehtá
kasassa	čoahkis
kauan	guhká
kauas	guhkás
kaukaisempi	doppit
kaukaisimmillaan	doppimustá
kaukana	menddo
kaukana	guhkkin
kauniisti	čábbát
kerralla	hávil
kerrallaan	hávil
kerran	oktii
kerran	geardde
keskellä	gaskal
keskellä	gasku
keskellä	guovdelaš
keskimääräisesti	gaskamearálaččat
kesäisin	geassit
kesällä	geassit
kesällä	geasset
kevyesti	geahppadit
keväisin	giđđat
keväällä	giđđat
